,Stock,Returns,Volatility,Cluster
0,ADBE,1.3972931350728088,102.32189261659515,0
1,WST,2.008461781986124,90.3361077467555,0
2,INTU,1.3261104467601441,97.95815910672849,0
3,KLAC,1.048476901798564,70.63748911884608,0
4,LRCX,1.0889872335184112,144.6958764848229,0
5,MKTX,0.17578556829231765,69.37996215003342,0
6,MPWR,2.4713126346404763,103.6334275807589,0
7,MSCI,1.9331475423704239,114.76085748253621,0
8,NFLX,1.477495449902164,87.56304357863259,0
9,NVDA,3.734328950068043,51.1657798567469,0
10,ORLY,0.5122112885592365,77.39397618999993,0
11,ODFL,1.6520888953961184,54.820352386516554,0
12,PAYC,1.6546927787162162,82.18932078932839,0
13,PENN,2.528768267306694,31.58938714207558,0
14,POOL,1.499729953819069,95.24864834463166,0
15,PWR,1.926213478788108,26.431268727589238,0
16,REGN,0.8900808236283133,89.31917677253362,0
17,NOW,1.9060055251986923,117.74132818181933,0
18,SIVB,2.589956953481595,164.24373416065788,0
19,TMO,1.0722464968329068,88.24612815950529,0
20,TDG,0.20095113960860178,97.7588209541833,0
21,TYL,1.03196356470412,67.48594888565917,0
22,URI,1.7675758130622636,85.24624395736444,0
23,WAT,0.708084280825051,68.21467691714247,0
24,GS,0.9636105540643001,79.26956843860101,0
25,GNRC,4.2302922441612365,122.02751114110256,0
26,IDXX,1.4325271246839832,145.05271067302417,0
27,FTNT,3.1414280179905196,67.66663651466789,0
28,AMD,2.878783301559222,21.917918896940453,0
29,ALB,2.4533479805996956,55.01873624057096,0
30,ALGN,1.3673588771508152,172.8332797771086,0
31,BBWI,3.991725185105871,19.445795832033244,0
32,BIO,1.249332094819421,129.33910850567364,0
33,TECH,1.5326820273122037,103.30605027627213,0
34,BLK,1.0454845214208683,157.71793980899693,0
35,FCX,3.0981125005519172,11.744174705840912,0
36,CTLT,1.6654554315806724,26.564000296701845,0
37,CDAY,1.8705675385318672,18.479740767078393,0
38,AVGO,0.8559031099586256,85.17145814202348,0
39,ZBRA,1.5148285601907108,127.64579477070629,0
40,CHTR,0.6734778422619944,97.92516242618956,0
41,ETSY,3.36692644920184,65.15476021129128,0
42,EQIX,0.4600151704870428,86.85557579878754,0
43,ENPH,6.7651875414381974,60.49652507745912,0
44,DE,1.0485735013765358,88.89326980197781,0
45,DXCM,2.8727630669407858,95.63480796738303,0
46,CRL,2.322128131140931,95.8956815958536,0
47,MRNA,19.811934046897093,116.63941203844156,1
48,TSLA,15.976691815604555,267.72993828473903,1
49,GOOGL,1.1840744829503804,522.2412224872546,2
50,NVR,0.2992517088661807,704.120419601324,2
51,AMZN,0.8714467564427292,607.8948118490654,2
52,GOOG,1.1985107497267675,535.8332640807446,2
53,MTD,1.138349318689304,276.6110106487223,3
54,BKNG,0.18280366016819571,319.17969327370355,3
55,CMG,1.2213404691115133,357.7539112867378,3
56,AZO,0.6268086290623751,212.28906761969614,3
