Date,AMD,ADBE,ALGN,AMZN
2021-02-23,84.73999786376953,467.79998779296875,567.8099975585938,3194.5
2021-02-24,86.94000244140625,476.6199951171875,573.260009765625,3159.530029296875
2021-02-25,82.41999816894531,459.1600036621094,556.1099853515625,3057.159912109375
2021-02-26,84.51000213623047,459.6700134277344,567.1099853515625,3092.929931640625
2021-03-01,86.38999938964844,469.57000732421875,565.1099853515625,3146.139892578125
2021-03-02,84.12999725341797,466.5899963378906,563.2100219726562,3094.530029296875
2021-03-03,80.86000061035156,448.45001220703125,527.4299926757812,3005.0
2021-03-04,77.75,439.05999755859375,520.4500122070312,2977.570068359375
2021-03-05,78.5199966430664,440.8299865722656,536.4600219726562,3000.4599609375
2021-03-08,73.95999908447266,421.20001220703125,496.07000732421875,2951.949951171875
2021-03-09,78.52999877929688,439.17999267578125,515.8699951171875,3062.85009765625
2021-03-10,77.5199966430664,437.010009765625,511.7900085449219,3057.639892578125
2021-03-11,81.2300033569336,451.05999755859375,544.0,3113.590087890625
2021-03-12,81.05000305175781,444.29998779296875,536.4400024414062,3089.489990234375
2021-03-15,82.5,447.5899963378906,558.8499755859375,3081.679931640625
2021-03-16,82.75,450.5400085449219,542.5399780273438,3091.860107421875
2021-03-17,82.62999725341797,451.010009765625,540.010009765625,3135.72998046875
2021-03-18,78.12000274658203,439.17999267578125,514.3599853515625,3027.989990234375
2021-03-19,79.05999755859375,441.5,529.4600219726562,3074.9599609375
2021-03-22,80.30000305175781,452.4100036621094,530.5999755859375,3110.8701171875
2021-03-23,78.37999725341797,460.20001220703125,518.8800048828125,3137.5
2021-03-24,76.4800033569336,451.510009765625,506.1700134277344,3087.070068359375
2021-03-25,76.22000122070312,450.989990234375,517.8699951171875,3046.260009765625
2021-03-26,77.41000366210938,469.0899963378906,528.3400268554688,3052.030029296875
2021-03-29,77.13999938964844,469.32000732421875,516.0,3075.72998046875
2021-03-30,76.0,465.4599914550781,524.3300170898438,3055.2900390625
2021-03-31,78.5,475.3699951171875,541.530029296875,3094.080078125
2021-04-01,81.08999633789062,483.3399963378906,545.0499877929688,3161.0
2021-04-05,81.43000030517578,491.6199951171875,547.9400024414062,3226.72998046875
2021-04-06,81.44000244140625,491.3399963378906,553.8400268554688,3223.820068359375
2021-04-07,82.19999694824219,493.4100036621094,552.5599975585938,3279.389892578125
2021-04-08,83.3499984741211,499.8399963378906,575.75,3299.300048828125
2021-04-09,82.76000213623047,504.0400085449219,592.5599975585938,3372.199951171875
2021-04-12,78.58000183105469,506.0299987792969,601.1099853515625,3379.389892578125
2021-04-13,80.19000244140625,514.8599853515625,595.6300048828125,3400.0
2021-04-14,78.55000305175781,510.6300048828125,594.9299926757812,3333.0
2021-04-15,83.01000213623047,523.25,606.22998046875,3379.090087890625
2021-04-16,82.1500015258789,525.0800170898438,606.3300170898438,3399.43994140625
2021-04-19,81.11000061035156,516.1699829101562,603.719970703125,3372.010009765625
2021-04-20,79.2699966430664,514.2100219726562,596.2000122070312,3334.68994140625
2021-04-21,81.61000061035156,512.3400268554688,616.0800170898438,3362.02001953125
2021-04-22,79.05999755859375,507.2900085449219,615.3099975585938,3309.0400390625
2021-04-23,82.76000213623047,515.8400268554688,620.1199951171875,3340.8798828125
2021-04-26,85.41000366210938,515.7000122070312,617.239990234375,3409.0
2021-04-27,85.20999908447266,517.3200073242188,621.760009765625,3417.429931640625
2021-04-28,84.0199966430664,515.47998046875,613.3599853515625,3458.5
2021-04-29,83.91000366210938,516.0900268554688,604.3400268554688,3471.31005859375
2021-04-30,81.62000274658203,508.3399963378906,595.530029296875,3467.419921875
2021-05-03,78.55000305175781,503.4599914550781,599.77001953125,3386.489990234375
2021-05-04,78.61000061035156,490.70001220703125,582.1500244140625,3311.8701171875
2021-05-05,77.83000183105469,486.69000244140625,569.25,3270.5400390625
2021-05-06,77.88999938964844,483.6099853515625,584.719970703125,3306.3701171875
2021-05-07,78.80999755859375,488.7300109863281,598.3400268554688,3291.610107421875
2021-05-10,75.98999786376953,479.3800048828125,554.5,3190.489990234375
2021-05-11,76.83000183105469,485.19000244140625,566.260009765625,3223.909912109375
2021-05-12,74.63999938964844,472.0899963378906,548.6400146484375,3151.93994140625
2021-05-13,73.08999633789062,474.1600036621094,553.6199951171875,3161.469970703125
2021-05-14,74.58999633789062,486.55999755859375,569.0399780273438,3222.89990234375
2021-05-17,74.6500015258789,482.739990234375,559.52001953125,3270.389892578125
2021-05-18,74.44000244140625,480.6199951171875,569.5,3232.280029296875
2021-05-19,76.2300033569336,480.4700012207031,571.489990234375,3231.800048828125
2021-05-20,78.05999755859375,491.6700134277344,587.9000244140625,3247.679931640625
2021-05-21,77.16999816894531,488.07000732421875,591.75,3203.080078125
2021-05-24,77.44000244140625,497.8299865722656,604.4500122070312,3244.989990234375
2021-05-25,77.86000061035156,505.0799865722656,594.9500122070312,3259.050048828125
2021-05-26,78.33999633789062,506.9800109863281,596.6900024414062,3265.159912109375
2021-05-27,78.41999816894531,498.2799987792969,599.77001953125,3230.110107421875
2021-05-28,80.08000183105469,504.5799865722656,590.1500244140625,3223.070068359375
2021-06-01,80.80999755859375,495.9100036621094,593.47998046875,3218.64990234375
2021-06-02,81.97000122070312,495.7699890136719,575.489990234375,3233.989990234375
2021-06-03,80.27999877929688,493.1400146484375,566.9600219726562,3187.010009765625
2021-06-04,81.58000183105469,504.5,582.3499755859375,3206.219970703125
2021-06-07,81.3499984741211,509.4700012207031,580.27001953125,3198.010009765625
2021-06-08,80.88999938964844,509.20001220703125,589.760009765625,3264.110107421875
2021-06-09,79.95999908447266,514.6799926757812,585.5,3281.14990234375
2021-06-10,81.55999755859375,535.52001953125,612.1500244140625,3349.64990234375
2021-06-11,81.30999755859375,541.260009765625,611.5399780273438,3346.830078125
2021-06-14,81.55000305175781,556.9500122070312,605.77001953125,3383.8701171875
2021-06-15,80.47000122070312,548.4600219726562,600.0499877929688,3383.1298828125
2021-06-16,80.11000061035156,543.3300170898438,599.5999755859375,3415.25
2021-06-17,84.55999755859375,551.3599853515625,613.3300170898438,3489.239990234375
2021-06-18,84.6500015258789,565.5900268554688,601.6400146484375,3486.89990234375
2021-06-21,82.58999633789062,567.3499755859375,611.5399780273438,3453.9599609375
2021-06-22,83.58000183105469,575.739990234375,604.7100219726562,3505.43994140625
2021-06-23,83.81999969482422,574.22998046875,605.8200073242188,3503.820068359375
2021-06-24,86.0999984741211,578.260009765625,617.3900146484375,3449.080078125
2021-06-25,85.62000274658203,579.6599731445312,614.97998046875,3401.4599609375
2021-06-28,87.08000183105469,588.7999877929688,621.52001953125,3443.889892578125
2021-06-29,89.5199966430664,590.75,612.7999877929688,3448.139892578125
2021-06-30,93.93000030517578,585.6400146484375,611.0,3440.159912109375
2021-07-01,93.30999755859375,584.72998046875,618.9600219726562,3432.969970703125
2021-07-02,94.69999694824219,593.0700073242188,624.1699829101562,3510.97998046875
2021-07-06,94.47000122070312,596.9000244140625,604.6699829101562,3675.739990234375
2021-07-07,90.54000091552734,605.77001953125,612.219970703125,3696.580078125
2021-07-08,89.73999786376953,605.9500122070312,616.7899780273438,3731.409912109375
2021-07-09,90.9000015258789,604.5,627.1900024414062,3719.340087890625
2021-07-12,90.80999755859375,600.2000122070312,642.8599853515625,3718.550048828125
2021-07-13,90.26000213623047,605.010009765625,642.4000244140625,3677.360107421875
2021-07-14,89.05000305175781,608.8300170898438,635.0900268554688,3681.679931640625
2021-07-15,86.93000030517578,606.1699829101562,621.7000122070312,3631.199951171875
2021-07-16,85.88999938964844,606.0999755859375,616.1199951171875,3573.6298828125
2021-07-19,86.58000183105469,602.0499877929688,595.5599975585938,3549.590087890625
2021-07-20,87.11000061035156,608.719970703125,615.7100219726562,3573.18994140625
2021-07-21,89.41000366210938,612.260009765625,619.6500244140625,3585.199951171875
2021-07-22,91.20999908447266,623.6799926757812,627.9199829101562,3638.030029296875
2021-07-23,92.1500015258789,625.8699951171875,638.280029296875,3656.639892578125
2021-07-26,91.81999969482422,620.7999877929688,635.5800170898438,3699.820068359375
2021-07-27,91.02999877929688,618.280029296875,625.510009765625,3626.389892578125
2021-07-28,97.93000030517578,620.9199829101562,621.8699951171875,3630.320068359375
2021-07-29,102.94999694824219,621.7000122070312,676.97998046875,3599.919921875
2021-07-30,106.19000244140625,621.6300048828125,695.7999877929688,3327.590087890625
2021-08-02,108.62999725341797,618.75,700.0,3331.47998046875
2021-08-03,112.55999755859375,621.280029296875,701.3400268554688,3366.239990234375
2021-08-04,118.7699966430664,625.6799926757812,708.010009765625,3354.719970703125
2021-08-05,112.3499984741211,632.0800170898438,699.219970703125,3375.989990234375
2021-08-06,110.11000061035156,631.3800048828125,693.6699829101562,3344.93994140625
2021-08-09,107.58000183105469,629.219970703125,686.5599975585938,3341.8701171875
2021-08-10,106.4800033569336,621.739990234375,687.3800048828125,3320.679931640625
2021-08-11,107.68000030517578,626.030029296875,687.780029296875,3292.110107421875
2021-08-12,106.5,634.3499755859375,704.27001953125,3303.5
2021-08-13,110.55000305175781,637.3099975585938,691.1900024414062,3293.969970703125
2021-08-16,107.4800033569336,636.9400024414062,690.75,3298.989990234375
2021-08-17,107.55999755859375,635.010009765625,680.8900146484375,3241.9599609375
2021-08-18,103.44000244140625,626.77001953125,675.260009765625,3201.219970703125
2021-08-19,103.69999694824219,637.6599731445312,679.8599853515625,3187.75
2021-08-20,104.6500015258789,647.3400268554688,681.5700073242188,3199.949951171875
2021-08-23,108.7699966430664,656.8599853515625,697.5,3265.8701171875
2021-08-24,107.6500015258789,657.239990234375,712.8400268554688,3305.780029296875
2021-08-25,108.30000305175781,656.7999877929688,716.9000244140625,3299.179931640625
2021-08-26,107.2699966430664,652.3900146484375,696.5599975585938,3316.0
2021-08-27,111.4000015258789,658.52001953125,701.8499755859375,3349.6298828125
2021-08-30,111.31999969482422,665.989990234375,702.1099853515625,3421.570068359375
2021-08-31,110.72000122070312,663.7000122070312,709.0,3470.7900390625
2021-09-01,109.98999786376953,665.8900146484375,718.719970703125,3479.0
2021-09-02,109.19999694824219,664.6400146484375,729.030029296875,3463.1201171875
2021-09-03,109.91999816894531,666.5900268554688,721.5,3478.050048828125
2021-09-07,109.1500015258789,661.3900146484375,716.2100219726562,3509.2900390625
2021-09-08,106.16999816894531,663.219970703125,729.9199829101562,3525.5
2021-09-09,106.1500015258789,661.6799926757812,726.4099731445312,3484.159912109375
2021-09-10,105.19999694824219,658.9400024414062,720.6699829101562,3469.14990234375
2021-09-13,104.80000305175781,645.1500244140625,710.6799926757812,3457.169921875
2021-09-14,105.7300033569336,645.010009765625,706.4500122070312,3450.0
2021-09-15,105.5999984741211,661.0800170898438,710.3099975585938,3475.7900390625
2021-09-16,106.22000122070312,665.1099853515625,728.2899780273438,3488.239990234375
2021-09-17,103.87999725341797,654.47998046875,719.3800048828125,3462.52001953125
2021-09-20,101.55000305175781,641.2899780273438,709.6400146484375,3355.72998046875
2021-09-21,102.81999969482422,645.8900146484375,709.1500244140625,3343.6298828125
2021-09-22,104.37999725341797,626.0800170898438,716.6099853515625,3380.050048828125
2021-09-23,106.1500015258789,630.8400268554688,727.1099853515625,3416.0
2021-09-24,105.80000305175781,622.7100219726562,725.239990234375,3425.52001953125
2021-09-27,108.16000366210938,603.6500244140625,701.0399780273438,3405.800048828125
2021-09-28,101.5199966430664,578.77001953125,677.3200073242188,3315.9599609375
2021-09-29,100.3499984741211,577.7000122070312,673.0599975585938,3301.1201171875
2021-09-30,102.9000015258789,575.719970703125,665.4299926757812,3285.0400390625
2021-10-01,102.44999694824219,577.469970703125,662.0599975585938,3283.260009765625
2021-10-04,100.33999633789062,558.489990234375,640.4000244140625,3189.780029296875
2021-10-05,101.80999755859375,566.7000122070312,648.5800170898438,3221.0
2021-10-06,103.63999938964844,570.3099975585938,650.6500244140625,3262.010009765625
2021-10-07,106.44999694824219,578.9600219726562,661.4099731445312,3302.429931640625
2021-10-08,105.05999755859375,576.8599853515625,643.5599975585938,3288.6201171875
2021-10-11,104.68000030517578,573.0700073242188,631.8499755859375,3246.300048828125
2021-10-12,105.04000091552734,580.6900024414062,627.4299926757812,3247.330078125
2021-10-13,109.16000366210938,591.1199951171875,596.219970703125,3284.280029296875
2021-10-14,111.98999786376953,607.510009765625,597.719970703125,3299.860107421875
2021-10-15,112.12000274658203,610.0900268554688,589.6099853515625,3409.02001953125
2021-10-18,116.43000030517578,622.8300170898438,595.1300048828125,3446.739990234375
2021-10-19,116.33000183105469,636.0700073242188,594.27001953125,3444.14990234375
2021-10-20,116.38999938964844,632.3699951171875,608.2000122070312,3415.06005859375
2021-10-21,119.33000183105469,638.6599731445312,599.489990234375,3435.010009765625
2021-10-22,119.81999969482422,643.5800170898438,590.5599975585938,3335.550048828125
