,Stock,Returns,Volatility,Cluster
0,AMD,1.6236959073360582,0.7191166866496936,0
1,ASRV,0.12868732142128117,0.6333645292836961,0
2,ASPS,0.3335518152146753,1.2429796748748592,0
3,ASMB,-0.6048800664103355,1.1746553226409227,0
4,ARWR,1.1008667550501334,1.023928679118525,0
5,ARTW,1.3379628162855524,1.3295432580301485,0
6,ARTNA,0.15412801766385378,0.413413403222905,0
7,ARRY,-0.674020082216888,1.1045453154309253,0
8,AROW,0.22542443867453665,0.6288292851439369,0
9,ARNA,0.3914701991718675,0.6759346025017742,0
10,ARLP,0.6668718877141774,1.2921827021065775,0
11,ARKR,0.316458022912461,1.0795632227810592,0
12,ARDX,-0.39677432515617744,1.1923671568661043,0
13,ARCC,0.35541097459757554,0.6382052306520496,0
14,ARCB,1.3959841667546564,0.7651261468355987,0
15,ARAY,0.9706266712064187,1.0128558835696815,0
16,ASRVP,-0.008195268121619671,0.35793997291390944,0
17,ASTE,0.723205861625985,0.6423882062735101,0
18,ASUR,0.35928869385133216,0.7498178205053104,0
19,ASYS,1.0796225756968325,0.7908721194594045,0
20,AUDC,0.8575527885761918,0.7485350109488692,0
21,AUBN,0.0901213658290131,0.782009738638182,0
22,ATSG,0.326149670895403,0.5841022753454166,0
23,ATRS,0.3433184873001936,0.78162321604839,0
24,ATRO,-0.1580588921125294,1.1336615650929205,0
25,ATRI,-0.008650695994093916,0.5026717448702716,0
26,ATRC,1.2389475849203413,0.6175271047898578,0
27,APTO,0.7422237921195881,1.264102026202488,0
28,ATRA,0.7503678390876339,1.07427631416011,0
29,ATLO,0.08656658494511926,0.6585758250063627,0
30,ATLC,3.0427374526084665,1.288677575734279,0
31,ATHX,0.6968440497526702,1.3028576472701308,0
32,ATHN,0.1753516266756679,0.11691594809640138,0
33,ATEC,1.2660178995584903,1.0584153669881884,0
34,ATAX,0.0593805299653443,0.6734557713139334,0
35,ATAI,-1.5983464389259883,0.8323061048849444,0
36,ATNI,0.12227619021774662,0.9751550605594332,0
37,AUPH,2.533889312186145,1.2757788046674958,0
38,APOG,0.5091193101680012,0.8929131358006015,0
39,AOSL,1.3819463442394815,0.9397985481627343,0
40,AMCX,0.32111262972755417,0.9140335804264792,0
41,AMBC,0.194585502845321,0.8441978705960204,0
42,AMBA,1.57036682927176,0.844539208823174,0
43,ALTR,1.0088715890862563,0.6465373186896292,0
44,ALOT,0.4370334418818077,0.8438732630256266,0
45,ALNY,0.9803525920583142,0.6077874019148195,0
46,ALLT,1.0104897748453783,0.8231318251534042,0
47,ALKS,0.6757840722795725,0.6169985526052495,0
48,CACC,0.5955090619516615,0.7718862409008141,0
49,ALGT,0.5704976499732206,0.9094185263090347,0
50,ALDX,1.2914106862309895,1.3816855462737123,0
51,ALCO,0.290918692508805,0.606986894092312,0
52,AKBA,1.0020546125011691,1.4227501684117212,0
53,AKAM,0.28540563269793373,0.4530024063166357,0
54,AIRR,0.5887784390610696,0.5136852102311671,0
55,AMED,0.4376287411228141,0.6489834094645278,0
56,AMKR,1.240466944079234,0.9676576605733797,0
57,AMNB,0.36588779366221486,0.7976138516360436,0
58,AMOT,0.6818283538497697,0.8308551398593385,0
59,ANIP,-0.29145723624341957,0.9107578442116866,0
60,ANIK,0.06664078488145739,0.8014576589507271,0
61,ANGO,0.9601124277828103,0.7550523837609581,0
62,ANGI,1.0438530096293905,0.9442381280499488,0
63,ANDE,0.9624361267443068,0.8169496440847633,0
64,ANAT,0.6272565038482734,0.5394222247378838,0
65,ANAC,-0.0442658619606672,0.10714586893041225,0
66,APEI,0.3554558603469486,0.7293999123940521,0
67,AMWD,0.10411797737605452,0.9630051844095604,0
68,AMSF,0.05196749893514901,0.5128722967020252,0
69,AMSC,1.2274561207895247,1.0921268822131371,0
70,AMRS,2.511826511999236,1.5447046925917784,0
71,AMRN,-0.30032650781272835,1.2094129695087146,0
72,AMRK,2.236256838267936,0.818084945316435,0
73,AMPH,0.09867596449519446,0.5066559968769263,0
74,AMOV,0.24336812612913447,0.5871254892043594,0
75,AMSWA,0.8638594814795397,0.786492606934937,0
76,AIQ,0.7541431644031562,0.3782239794880333,0
77,AVAV,0.6979530597567547,0.7408656850443468,0
78,AVID,1.9097509191900761,0.9476022273476223,0
79,BOOM,0.5048503101492062,0.8839586823482494,0
80,BOKF,0.5636213798022692,0.7615425351446966,0
81,BOCH,0.5679209015954566,0.726838742359847,0
82,BNSO,1.5020492783896446,1.3123479671450555,0
83,BNFT,-0.30853130018901026,0.9272275208026975,0
84,BNDX,-0.027582602285796565,0.059037747849742174,0
85,BMTC,0.5266444303432615,0.7189766447370558,0
86,BMRC,0.10766385116016337,0.6539438937992998,0
87,BLUE,-0.8618947789915422,0.9381609192848847,0
88,BLRX,1.0099951440602095,1.4092507190594097,0
89,BLMN,0.7224612398266164,1.0702304938824343,0
90,BLKB,0.051403783976350995,0.6481374704891886,0
91,BLIN,1.9196577707323175,1.6108437119300059,0
92,BLFS,1.483994190794447,0.9491941073722987,0
93,BLDR,1.3490852267252427,0.8914853958451461,0
94,BOSC,0.9386449918691167,0.9344052467905357,0
95,BOTJ,0.3192855872866059,0.571237034173976,0
96,BPOP,0.6888549984574708,0.6858092144923735,0
97,BPOPM,0.030007229657655617,0.3203203445234564,0
98,CAC,0.301541055610073,0.6514542218689899,0
99,BYFC,1.623682469315844,1.5733109491674644,0
100,BWFG,0.2677316205371453,0.6207513662567642,0
101,BWEN,1.591842935211678,1.438923927237451,0
102,BV,0.14864934697782006,0.7944387797976245,0
