Date,AMD,ADBE,ALGN,AMZN,AMGN,AEP,ADI,ANSS,AAPL,AMAT,ASML,TEAM,ADSK,ATVI,ADP,AVGO,BIDU,BIIB,BMRN,BKNG,CDNS,CDW,CERN,CHKP,CHTR,CPRT,CRWD,CTAS,CSCO,CMCSA,COST,CSX,CTSH,DOCU,DXCM,DLTR,EA,EBAY,EXC,FAST,FB,FISV,FOX,FOXA,GILD,GOOG,GOOGL,HON,ILMN,INCY,INTC,INTU,ISRG,MRVL,IDXX,JD,KDP,KLAC,KHC,LRCX,LULU,MELI,MAR,MTCH,MCHP,MDLZ,MRNA,MNST,MSFT,MU,NFLX,NTES,NVDA,NXPI,OKTA,ORLY,PAYX,PCAR,PDD,PTON,PYPL,PEP,QCOM,REGN,ROST,SIRI,SGEN,SPLK,SWKS,SBUX,SNPS,TCOM,TSLA,TXN,TMUS,VRSN,VRSK,VRTX,WBA,WDAY,XEL,XLNX,ZM
2020-10-21,79.19999694824219,495.9599914550781,335.80999755859375,3184.93994140625,228.97000122070312,90.4000015258789,124.76000213623047,327.8599853515625,116.87000274658203,62.11000061035156,383.0,206.99000549316406,254.00999450683594,81.94000244140625,146.85000610351562,372.04998779296875,134.83999633789062,268.9100036621094,77.5,1702.030029296875,111.2300033569336,128.83999633789062,72.55999755859375,124.45999908447266,605.3300170898438,114.5999984741211,135.13999938964844,338.69000244140625,39.060001373291016,44.52000045776367,377.82000732421875,26.239999771118164,72.88999938964844,218.1199951171875,387.8399963378906,94.83999633789062,127.6500015258789,52.81999969482422,42.13999938964844,43.939998626708984,278.7300109863281,99.36000061035156,26.75,26.56999969482422,60.209999084472656,1593.31005859375,1585.989990234375,172.8699951171875,317.8500061035156,88.5999984741211,53.5,332.7900085449219,242.82666015625,40.400001525878906,419.7300109863281,82.62999725341797,29.15999984741211,206.3000030517578,31.440000534057617,366.6199951171875,325.5,1299.1300048828125,95.1500015258789,118.05999755859375,55.2400016784668,56.81999969482422,68.37000274658203,80.08999633789062,214.8000030517578,53.310001373291016,489.04998779296875,88.23999786376953,135.24749755859375,135.86000061035156,220.80999755859375,466.0,82.62000274658203,90.91000366210938,90.2300033569336,124.30000305175781,213.07000732421875,139.60000610351562,128.5500030517578,572.4000244140625,92.16999816894531,5.860000133514404,197.7100067138672,211.6699981689453,150.38999938964844,88.2699966430664,227.4499969482422,30.040000915527344,422.6400146484375,146.1300048828125,112.41999816894531,205.55999755859375,189.17999267578125,211.3800048828125,37.38999938964844,224.30999755859375,71.52999877929688,111.30000305175781,513.1900024414062
2020-10-22,79.41999816894531,483.6000061035156,453.2300109863281,3176.39990234375,227.97999572753906,92.19999694824219,124.75,326.7799987792969,115.75,61.70000076293945,375.5,203.0800018310547,252.75999450683594,80.7699966430664,148.85000610351562,373.3699951171875,132.86000061035156,266.79998779296875,79.16999816894531,1792.02001953125,109.31999969482422,129.44000244140625,72.58999633789062,121.0,599.9099731445312,114.08999633789062,134.5399932861328,338.5,38.81999969482422,45.11000061035156,375.75,27.24333381652832,73.37999725341797,214.8000030517578,395.79998779296875,93.83999633789062,126.91999816894531,52.290000915527344,42.22999954223633,44.09000015258789,278.1199951171875,100.87999725341797,27.40999984741211,27.459999084472656,60.66999816894531,1615.3299560546875,1606.6600341796875,176.85000610351562,325.9200134277344,90.48999786376953,53.900001525878906,331.82000732421875,244.31333923339844,41.040000915527344,423.5899963378906,81.30999755859375,29.549999237060547,203.30999755859375,31.229999542236328,358.010009765625,325.6700134277344,1294.3199462890625,100.81999969482422,116.72000122070312,56.2599983215332,56.81999969482422,70.83999633789062,80.55999755859375,214.88999938964844,54.380001068115234,485.2300109863281,87.56999969482422,133.61000061035156,134.88999938964844,216.5500030517578,457.1300048828125,83.98999786376953,91.69000244140625,87.7699966430664,120.80000305175781,203.92999267578125,139.61000061035156,128.3800048828125,575.72998046875,93.16000366210938,5.989999771118164,200.66000366210938,219.4600067138672,149.72999572753906,89.36000061035156,225.1699981689453,30.739999771118164,425.7900085449219,148.22000122070312,111.63999938964844,207.86000061035156,188.8800048828125,210.0800018310547,37.5099983215332,220.85000610351562,71.41000366210938,113.04000091552734,520.5399780273438
2020-10-23,81.95999908447266,488.5,469.55999755859375,3204.39990234375,227.16000366210938,91.87999725341797,124.19999694824219,330.2200012207031,115.04000091552734,60.95000076293945,378.55999755859375,208.49000549316406,254.4199981689453,81.04000091552734,149.1999969482422,372.7200012207031,133.92999267578125,265.0,77.52999877929688,1823.550048828125,112.05000305175781,130.0,73.72000122070312,120.47000122070312,593.280029296875,114.29000091552734,135.4199981689453,338.07000732421875,38.81999969482422,45.060001373291016,374.6000061035156,27.09666633605957,74.12000274658203,219.82000732421875,411.0,95.47000122070312,126.7699966430664,53.790000915527344,42.20000076293945,45.0,284.7900085449219,101.18000030517578,26.934999465942383,27.079999923706055,60.790000915527344,1641.0,1632.97998046875,175.5399932861328,323.54998779296875,89.69000244140625,48.20000076293945,334.4200134277344,245.16000366210938,41.43000030517578,429.6600036621094,81.33999633789062,29.209999084472656,203.1699981689453,31.3700008392334,353.9200134277344,333.9200134277344,1312.1600341796875,101.76000213623047,120.30000305175781,56.2599983215332,56.61000061035156,70.52999877929688,80.38999938964844,216.22999572753906,52.849998474121094,488.2799987792969,85.87000274658203,135.90249633789062,137.17999267578125,219.50999450683594,466.42999267578125,85.02999877929688,92.63999938964844,86.91000366210938,122.52999877929688,203.0399932861328,139.55999755859375,128.8800048828125,579.8099975585938,95.43000030517578,5.980000019073486,196.9199981689453,216.50999450683594,149.75999450683594,90.80000305175781,226.74000549316406,31.219999313354492,420.6300048828125,149.9600067138672,112.37999725341797,200.8000030517578,189.25,211.5800018310547,38.040000915527344,224.13999938964844,71.47000122070312,116.81999969482422,511.5199890136719
2020-10-26,82.2300033569336,475.20001220703125,454.510009765625,3207.0400390625,224.88999938964844,93.58999633789062,121.12999725341797,321.0,115.05000305175781,59.5099983215332,367.489990234375,207.1999969482422,249.1300048828125,80.48999786376953,145.77000427246094,363.0400085449219,132.9499969482422,256.760009765625,76.87999725341797,1749.2900390625,109.87999725341797,125.66999816894531,72.87000274658203,120.0,582.1300048828125,111.9800033569336,133.0800018310547,328.92999267578125,37.66999816894531,43.77000045776367,370.7099914550781,26.290000915527344,72.70999908447266,220.1699981689453,418.0,92.52999877929688,126.68000030517578,53.34000015258789,41.70000076293945,44.29999923706055,277.1099853515625,98.37999725341797,26.18000030517578,26.40999984741211,59.959999084472656,1590.449951171875,1584.2900390625,170.1699981689453,319.05999755859375,90.44000244140625,46.720001220703125,328.0899963378906,237.2566680908203,40.88999938964844,428.9599914550781,81.41000366210938,28.440000534057617,198.94000244140625,30.579999923706055,347.6300048828125,331.6000061035156,1281.43994140625,96.0199966430664,119.26000213623047,54.8650016784668,55.22999954223633,70.23999786376953,78.8499984741211,210.0800018310547,52.13999938964844,488.239990234375,86.70999908447266,131.41250610351562,134.88999938964844,219.1999969482422,455.9599914550781,82.4800033569336,90.56999969482422,86.91999816894531,118.0999984741211,197.22000122070312,138.05999755859375,126.19999694824219,585.739990234375,91.63999938964844,5.789999961853027,195.8300018310547,209.77999877929688,147.2899932861328,89.66000366210938,220.6300048828125,30.360000610351562,420.2799987792969,145.9499969482422,111.77999877929688,198.5800018310547,185.49000549316406,207.14999389648438,37.209999084472656,210.3300018310547,71.69000244140625,114.55000305175781,517.7899780273438
2020-10-27,78.87999725341797,478.55999755859375,455.0899963378906,3286.330078125,223.4600067138672,92.52999877929688,120.29000091552734,322.1700134277344,116.5999984741211,58.83000183105469,366.3699951171875,213.00999450683594,250.60000610351562,80.95999908447266,146.02999877929688,359.6000061035156,134.88999938964844,255.3000030517578,76.18000030517578,1697.7099609375,109.83999633789062,123.27999877929688,72.73999786376953,119.45999908447266,583.6500244140625,112.0999984741211,133.47999572753906,324.010009765625,36.869998931884766,43.439998626708984,372.7200012207031,26.030000686645508,73.38999938964844,222.18499755859375,380.6300048828125,92.81999969482422,126.62000274658203,53.54999923706055,41.150001525878906,43.58000183105469,283.2900085449219,96.61000061035156,25.9950008392334,26.184999465942383,60.0099983215332,1604.260009765625,1598.8800048828125,166.75,321.739990234375,88.3499984741211,45.63999938964844,330.2699890136719,240.3000030517578,41.470001220703125,443.1600036621094,83.01000213623047,28.600000381469727,198.58999633789062,30.68000030517578,343.8299865722656,333.80999755859375,1282.469970703125,93.45999908447266,125.77999877929688,53.974998474121094,55.0099983215332,70.66999816894531,80.38999938964844,213.25,51.959999084472656,488.92999267578125,88.41999816894531,133.96749877929688,133.22999572753906,221.3300018310547,450.2200012207031,81.93000030517578,88.44999694824219,90.30999755859375,121.1500015258789,200.42999267578125,139.1199951171875,125.91000366210938,582.52001953125,91.44999694824219,5.909999847412109,196.9199981689453,208.77000427246094,145.1199951171875,90.05000305175781,222.91000366210938,29.489999771118164,424.67999267578125,147.1199951171875,112.81999969482422,199.05999755859375,185.14999389648438,212.19000244140625,36.0,214.1699981689453,72.33000183105469,124.3499984741211,538.989990234375
2020-10-28,76.4000015258789,456.9700012207031,439.510009765625,3162.780029296875,216.3800048828125,90.31999969482422,116.47000122070312,308.0299987792969,111.19999694824219,57.31999969482422,362.8599853515625,208.86000061035156,237.6199951171875,79.01000213623047,155.0800018310547,347.2099914550781,130.6999969482422,244.25999450683594,74.38999938964844,1605.050048828125,107.63999938964844,118.7300033569336,70.63999938964844,115.52999877929688,572.5800170898438,108.47000122070312,131.57000732421875,315.5400085449219,35.709999084472656,41.97999954223633,364.9599914550781,25.309999465942383,71.0999984741211,218.25,349.1199951171875,90.58000183105469,125.5999984741211,53.25,39.56999969482422,42.939998626708984,267.6700134277344,93.5199966430664,25.020000457763672,25.309999465942383,58.720001220703125,1516.6199951171875,1510.800048828125,161.16000366210938,309.69000244140625,86.98999786376953,44.25,318.510009765625,229.26666259765625,39.529998779296875,422.8900146484375,80.08000183105469,27.729999542236328,190.5500030517578,29.219999313354492,338.8999938964844,329.510009765625,1273.5899658203125,89.97000122070312,118.5199966430664,51.27000045776367,53.150001525878906,65.73999786376953,77.37000274658203,202.67999267578125,50.0,486.239990234375,86.23999786376953,126.2699966430664,129.77000427246094,221.35000610351562,442.3900146484375,80.1500015258789,84.88999938964844,89.98999786376953,122.12000274658203,192.30999755859375,134.1699981689453,121.58000183105469,567.0399780273438,85.27999877929688,5.699999809265137,194.85000610351562,205.72000122070312,139.7899932861328,87.16999816894531,217.82000732421875,29.329999923706055,406.0199890136719,143.0,109.80000305175781,189.8300018310547,179.49000549316406,208.33999633789062,34.59000015258789,209.6999969482422,70.26000213623047,119.76000213623047,516.010009765625
2020-10-29,78.0199966430664,461.1099853515625,436.57000732421875,3211.010009765625,217.82000732421875,90.54000091552734,118.4800033569336,310.8500061035156,115.31999969482422,59.5,370.8599853515625,210.72000122070312,242.83999633789062,77.7699966430664,158.19000244140625,355.010009765625,131.9600067138672,245.47999572753906,74.41999816894531,1630.260009765625,110.20999908447266,120.94999694824219,70.4800033569336,115.8499984741211,576.0,111.27999877929688,127.36000061035156,319.9200134277344,35.689998626708984,43.060001373291016,364.8599853515625,25.963333129882812,71.0199966430664,213.64999389648438,335.2900085449219,91.91000366210938,123.9000015258789,49.279998779296875,40.15999984741211,43.119998931884766,280.8299865722656,95.7699966430664,25.389999389648438,25.56999969482422,58.529998779296875,1567.239990234375,1556.8800048828125,164.60000610351562,314.8999938964844,87.0199966430664,44.11000061035156,325.6099853515625,228.75999450683594,38.209999084472656,441.79998779296875,83.04000091552734,27.190000534057617,201.9499969482422,30.040000915527344,353.260009765625,330.1499938964844,1300.97998046875,93.33000183105469,122.12000274658203,53.17499923706055,53.189998626708984,71.27999877929688,77.54000091552734,204.72000122070312,50.47999954223633,504.2099914550781,88.20999908447266,130.24000549316406,136.1699981689453,218.35000610351562,436.3299865722656,82.44999694824219,85.66999816894531,94.12000274658203,115.91000366210938,195.0399932861328,133.99000549316406,126.44000244140625,555.7899780273438,86.98999786376953,5.829999923706055,192.33999633789062,205.8699951171875,145.16000366210938,88.30000305175781,219.4600067138672,29.469999313354492,410.8299865722656,146.19000244140625,109.51000213623047,191.58999633789062,179.22000122070312,207.00999450683594,33.52000045776367,217.6300048828125,70.73999786376953,122.9000015258789,489.67999267578125
2020-10-30,75.29000091552734,447.1000061035156,426.0799865722656,3036.14990234375,216.94000244140625,89.93000030517578,118.52999877929688,304.3699951171875,108.86000061035156,59.22999954223633,361.2099914550781,191.6199951171875,235.5399932861328,75.7300033569336,157.9600067138672,349.6300048828125,133.0500030517578,252.07000732421875,74.43000030517578,1622.5,109.37000274658203,122.5999984741211,70.08999633789062,113.55999755859375,603.8200073242188,110.36000061035156,123.83999633789062,314.54998779296875,35.900001525878906,42.2400016784668,357.6199951171875,26.31333351135254,71.41999816894531,202.25,319.5799865722656,90.31999969482422,119.83000183105469,47.630001068115234,39.88999938964844,43.22999954223633,263.1099853515625,95.47000122070312,26.139999389648438,26.520000457763672,58.150001525878906,1621.010009765625,1616.1099853515625,164.9499969482422,292.70001220703125,86.63999938964844,44.279998779296875,314.67999267578125,222.36000061035156,37.5099983215332,424.82000732421875,81.5199966430664,26.899999618530273,197.17999267578125,30.59000015258789,342.0799865722656,319.2900085449219,1214.050048828125,92.87999725341797,116.77999877929688,52.540000915527344,53.119998931884766,67.47000122070312,76.56999969482422,202.47000122070312,50.34000015258789,475.739990234375,86.79000091552734,125.33999633789062,135.1199951171875,209.8300018310547,436.6000061035156,82.25,85.37999725341797,89.9800033569336,110.20999908447266,186.1300048828125,133.2899932861328,123.36000061035156,543.5599975585938,85.16999816894531,5.730000019073486,166.8000030517578,198.0399932861328,141.2899932861328,86.95999908447266,213.86000061035156,28.760000228881836,388.0400085449219,144.58999633789062,109.56999969482422,190.6999969482422,177.97000122070312,208.36000061035156,34.040000915527344,210.1199951171875,70.02999877929688,118.69000244140625,460.9100036621094
2020-11-02,74.69999694824219,444.94000244140625,458.44000244140625,3004.47998046875,220.2100067138672,91.2300033569336,118.4800033569336,311.2300109863281,108.7699966430664,60.33000183105469,365.2099914550781,184.2899932861328,240.74000549316406,76.4000015258789,161.4600067138672,351.25,134.0500030517578,248.99000549316406,73.41999816894531,1604.1300048828125,110.51000213623047,126.44999694824219,71.87000274658203,115.51000213623047,588.4299926757812,113.4000015258789,124.47000122070312,320.3699951171875,35.900001525878906,41.400001525878906,364.3900146484375,27.253332138061523,70.80000305175781,201.55999755859375,312.0,91.12000274658203,119.80999755859375,47.869998931884766,40.959999084472656,44.52000045776367,261.3599853515625,97.29000091552734,26.889999389648438,27.399999618530273,58.529998779296875,1626.030029296875,1624.3199462890625,173.61000061035156,292.8800048828125,84.44000244140625,44.459999084472656,316.4200134277344,225.32666015625,36.88999938964844,431.04998779296875,82.31999969482422,27.040000915527344,202.22999572753906,31.670000076293945,350.95001220703125,315.5,1215.8599853515625,92.9000015258789,118.9800033569336,52.55500030517578,54.34000015258789,67.11000061035156,77.91999816894531,202.3300018310547,49.709999084472656,484.1199951171875,84.33000183105469,125.80750274658203,137.30999755859375,203.86000061035156,441.4599914550781,83.30000305175781,88.83000183105469,91.62000274658203,113.44000244140625,187.75999450683594,135.14999389648438,123.97000122070312,548.5800170898438,88.58999633789062,5.78000020980835,168.50999450683594,191.33999633789062,142.1199951171875,85.97000122070312,215.77999877929688,29.31999969482422,400.510009765625,145.60000610351562,110.38999938964844,189.1999969482422,182.14999389648438,207.4199981689453,35.790000915527344,205.47999572753906,71.77999877929688,118.4800033569336,453.0
2020-11-03,76.58000183105469,454.0199890136719,465.010009765625,3048.409912109375,220.05999755859375,90.88999938964844,119.75,315.9100036621094,110.44000244140625,61.83000183105469,372.05999755859375,182.05999755859375,248.30999755859375,76.26000213623047,166.47999572753906,353.760009765625,134.11000061035156,247.00999450683594,72.61000061035156,1669.5799560546875,113.58999633789062,130.72000122070312,72.44999694824219,118.30000305175781,591.989990234375,116.37999725341797,126.86000061035156,330.0199890136719,36.68000030517578,42.619998931884766,371.9599914550781,28.073333740234375,71.94000244140625,208.42999267578125,331.7699890136719,93.6500015258789,120.73999786376953,48.91999816894531,42.470001220703125,46.220001220703125,265.29998779296875,98.94999694824219,26.700000762939453,27.040000915527344,58.83000183105469,1650.2099609375,1645.6600341796875,179.2100067138672,296.6300048828125,84.94999694824219,44.849998474121094,324.7300109863281,227.3333282470703,37.189998626708984,444.1000061035156,82.69000244140625,27.799999237060547,210.8800048828125,31.780000686645508,370.5299987792969,327.1300048828125,1233.969970703125,96.08999633789062,121.62999725341797,54.48500061035156,54.41999816894531,69.08000183105469,79.5199966430664,206.42999267578125,51.08000183105469,487.2200012207031,85.91000366210938,130.19500732421875,138.8800048828125,208.5,449.04998779296875,86.54000091552734,91.77999877929688,97.72000122070312,111.69999694824219,179.80999755859375,137.0399932861328,125.44999694824219,557.1900024414062,91.63999938964844,5.820000171661377,168.5,194.77999877929688,138.8000030517578,88.38999938964844,221.74000549316406,29.149999618530273,423.8999938964844,147.3000030517578,111.12000274658203,191.50999450683594,187.9499969482422,211.13999938964844,37.369998931884766,209.17999267578125,72.9800033569336,120.81999969482422,451.510009765625
